Date,Price,Open,High,Low,,
12/24/2017,27.41,27.333,27.675,27.2345,,
12/17/2017,27.1969,27.323,27.63,27.3145,,
12/10/2017,27.3936,27.315,27.58,27.2255,,
12/3/2017,27.35,27.3015,27.4964,27.2185,,
11/26/2017,27.423,27.2675,27.4992,27.2015,,
11/19/2017,27.3718,27.2405,27.48,27.188,,
11/12/2017,27.4086,27.2125,27.475,27.174,,
11/5/2017,27.3379,27.1655,27.4614,27.1505,,
10/29/2017,27.2848,27.14,27.45,27.1256,,
10/22/2017,27.2685,27.115,27.49,26.9838,,
10/15/2017,26.9799,27.0775,27.4264,26.955,,
10/8/2017,27.3029,23.529,27.3664,23.498,,
10/1/2017,23.6457,23.4975,23.7324,23.133,,
9/24/2017,23.591,23.483,23.73,23.4133,,
9/17/2017,23.62,23.458,23.715,23.4125,,
9/10/2017,23.57,23.4285,23.696,23.3759,,
9/3/2017,23.5979,23.3915,23.7112,23.3915,,
8/27/2017,23.55,23.3915,23.675,23.304,,
8/20/2017,23.4937,23.3735,23.5495,23.295,,
8/13/2017,23.5744,23.347,23.5884,23.3095,,
8/6/2017,23.231,23.307,23.5762,23.2665,,
7/30/2017,23.45,23.307,23.58,23.2615,,
7/23/2017,23.4747,23.278,23.581,23.247,,
7/16/2017,23.35,23.2615,23.5374,23.1885,,
7/9/2017,23.4006,23.2235,23.5072,23.2079,,
7/2/2017,23.4244,23.2235,23.5,23.02,,
6/25/2017,23.3258,23.1695,23.445,23.07,,
6/18/2017,23.2997,23.1515,23.436,23.055,,
6/11/2017,23.3,23.133,23.42,23.045,,
6/4/2017,23.25,23.0855,23.2998,23.005,,
5/28/2017,23.215,23.068,23.3096,22.96,,
5/21/2017,23,23.045,23.2736,22.89,,
5/14/2017,23.0949,23.0165,23.1926,22.615,,
5/7/2017,23.2,22.976,23.28,22.885,,
4/30/2017,23.06,22.9705,23.2411,22.81,,
4/23/2017,23.1247,22.888,23.2411,22.835,,
4/16/2017,23,22.888,23.128,22.745,,
4/9/2017,23.02,22.888,23.1334,22.735,,
4/2/2017,22.79,22.855,23.08,22.685,,
3/26/2017,22.955,22.8385,23.0565,22.6,,
3/19/2017,22.9,22.8055,23.0273,22.565,,
3/12/2017,22.7,22.762,23.025,22.495,,
3/5/2017,22.7876,22.8301,22.9671,22.5871,,
2/26/2017,22.7293,22.799,22.912,22.6319,,
2/19/2017,22.83,22.861,22.95,22.62,,
2/12/2017,22.775,22.895,22.9773,22.625,,
2/5/2017,22.681,22.6976,22.8314,22.3736,,
1/29/2017,22.785,22.792,22.9,22.595,,
1/22/2017,22.71,22.783,22.9734,22.51,,
1/15/2017,22.71,22.766,22.8791,22.6141,,
1/8/2017,22.65,22.683,22.8,22.43,,
1/1/2017,22.65,22.654,22.7,22.45,,
12/25/2016,22.4,22.553,22.68,22.18,,
12/18/2016,22.605,22.586,22.745,22.375,,
12/11/2016,22.5425,22.5538,22.7998,22.1598,,
12/4/2016,22.5425,22.5228,22.7998,22.2798,,
11/27/2016,22.5441,22.4852,22.5723,22.2182,,
11/20/2016,22.46,22.44,22.505,22.31,,
11/13/2016,22.4476,22.4722,22.6292,22.3693,,
11/6/2016,22.3,22.281,22.44,22.12,,
10/30/2016,22.3451,22.3583,22.4672,22.1522,,
10/23/2016,22.2417,22.3567,22.4258,22.2417,,
10/16/2016,22.39,22.4043,22.5123,22.3023,,
10/9/2016,22.2,22.333,22.42,22.2,,
10/2/2016,22.305,22.304,22.42,22.214,,
9/25/2016,22.18,22.239,22.3002,22.05,,
9/18/2016,22.26,22.259,22.38,22.1192,,
9/11/2016,22.1902,22.2771,22.3521,22.0421,,
9/4/2016,22.0921,22.1771,22.292,22.0871,,
8/28/2016,22.14,22.16,22.3228,22.05,,
8/21/2016,22.13,22.152,22.21,22.03,,
8/14/2016,22.1112,22.1572,22.2631,22.0632,,
8/7/2016,22.11,22.204,22.26,22.0881,,
7/31/2016,22.1,22.121,22.24,22.0182,,
7/24/2016,22.0913,22.1691,22.2931,22.0731,,
7/17/2016,22.0552,22.12,22.317,21.9269,,
7/10/2016,22.15,22.181,22.35,21.98,,
7/3/2016,21.9124,22.0722,22.1742,21.9042,,
6/26/2016,21.9,22.002,22.095,21.7658,,
6/19/2016,22.0002,21.833,22.032,21.642,,
6/12/2016,21.7777,21.8003,22.0493,21.5693,,
6/5/2016,21.73,21.841,22.01,21.6985,,
5/29/2016,21.8309,21.9047,22.1357,21.6437,,
5/22/2016,22.01,21.771,22.0902,21.57,,
5/15/2016,21.68,21.767,21.9,21.63,,
5/8/2016,21.66,21.658,21.77,21.5655,,
5/1/2016,21.6465,21.706,21.7335,21.5922,,
4/24/2016,21.6503,21.6999,21.7218,21.6074,,
4/17/2016,21.6474,21.6808,21.6928,21.5548,,
4/10/2016,21.5905,21.7067,21.7472,21.5117,,
4/3/2016,21.555,21.603,21.66,21.51,,
3/27/2016,21.5965,21.5989,21.6579,21.4629,,
3/20/2016,21.555,21.438,21.5855,21.3228,,
3/13/2016,21.4666,21.5558,21.5988,21.3968,,
3/6/2016,21.372,21.4497,21.6117,21.2117,,
2/28/2016,21.4405,21.4797,21.5322,21.2617,,
2/21/2016,21.455,21.417,21.515,21.3225,,
2/14/2016,21.362,21.4044,21.4828,21.2432,,
2/7/2016,21.355,21.407,21.4577,21.3125,,
1/31/2016,21.375,21.354,21.4222,21.2595,,
1/24/2016,21.3655,21.334,21.405,21.1919,,
1/17/2016,21.3605,21.3997,21.4566,21.2921,,
1/10/2016,21.2801,21.29,21.318,21.1955,,
1/3/2016,21.3291,21.2936,21.3666,21.2026,,
12/27/2015,21.187,21.167,21.187,20.6407,,
12/20/2015,21.167,21.151,21.167,20.6407,,
12/13/2015,21.2406,21.2876,21.3166,20.3939,,
12/6/2015,21.255,21.186,21.255,20.533,,
11/29/2015,20.7421,21.186,21.186,20.6378,,
11/22/2015,21.075,21.166,21.186,20.6009,,
11/15/2015,21.0197,21.138,21.2,20.8044,,
11/8/2015,21.15,21.126,21.155,21.0098,,
11/1/2015,21.116,21.2122,21.3261,21.1061,,
10/25/2015,21.155,21.086,21.155,20.9905,,
10/18/2015,21.08,21.066,21.13,20.97,,
10/11/2015,21.109,21.0911,21.1252,20.9992,,
10/4/2015,21.065,21.0431,21.0971,20.8685,,
9/27/2015,21.01,21.02,21.095,20.7296,,
9/20/2015,20.945,20.994,21.0561,20.8217,,
9/13/2015,21.005,21.069,21.125,20.915,,
9/6/2015,21.025,20.954,21.05,20.8575,,
8/30/2015,20.8575,20.934,20.954,20.8375,,
8/23/2015,20.8375,20.914,20.934,20.8175,,
8/16/2015,20.8175,20.8961,20.9161,20.7996,,
8/9/2015,20.955,20.874,20.955,20.7775,,
8/2/2015,20.9311,20.854,21,20.75,,
7/26/2015,20.98,20.834,20.98,20.61,,
7/19/2015,20.78,20.814,20.97,20.61,,
7/12/2015,20.8017,20.7878,20.9498,20.5998,,
7/5/2015,20.66,20.778,21.02,20.61,,
6/28/2015,20.66,20.758,21.25,20.57,,
6/21/2015,20.749,20.738,20.83,20.57,,
6/14/2015,20.73,20.717,20.82,20.55,,
6/7/2015,20.74,20.748,20.86,20.6,,
5/31/2015,20.78,20.808,20.89,20.63,,
5/24/2015,20.58,20.713,20.728,20.5,,
5/17/2015,20.64,20.713,20.733,20.58,,
5/10/2015,20.55,20.674,20.693,20.498,,
5/3/2015,20.62,20.719,20.73,20.56,,
4/26/2015,20.63,20.673,20.689,20.48,,
4/19/2015,20.575,20.7,20.718,20.525,,
4/12/2015,20.475,20.63,20.65,20.475,,
4/5/2015,20.615,20.726,20.74,20.485,,
3/29/2015,20.46,20.612,20.631,20.44,,
3/22/2015,20.58,20.633,20.652,20.5,,
3/15/2015,20.48,20.614,20.633,20.43,,
3/8/2015,20.5,20.611,20.634,20.5,,
3/1/2015,20.575,20.624,20.645,20.575,,
2/22/2015,20.51,20.48,20.52,20.4,,
2/15/2015,20.455,20.466,20.485,20.355,,
2/8/2015,20.48,20.481,20.501,20.4,,
2/1/2015,20.4,20.468,20.491,20.3,,
1/25/2015,20.405,20.511,20.523,20.405,,
1/18/2015,20.39,20.482,20.496,20.38,,
1/11/2015,20.39,20.464,20.482,20.34,,
1/4/2015,20.36,20.44,20.454,20.23,,
12/28/2014,20.35,20.512,20.53,20.29,,
12/21/2014,20.35,20.474,20.492,20.3,,
12/14/2014,20.215,20.207,20.224,20.05,,
12/7/2014,20.2,20.33,20.347,20.18,,
11/30/2014,20.25,20.373,20.39,20.25,,
11/23/2014,20.25,20.306,20.323,20.15,,
11/16/2014,20.305,20.294,20.315,20.215,,
11/9/2014,20.155,20.256,20.284,20.145,,
11/2/2014,20.15,20.275,20.281,20.12,,
10/26/2014,20.15,20.246,20.255,20.15,,
10/19/2014,20.155,20.277,20.291,20.145,,
10/12/2014,20.13,20.21,20.232,20.1,,
10/5/2014,20.0095,19.9865,20.0095,19.7995,,
9/28/2014,20.1,20.214,20.237,20.05,,
9/21/2014,20.097,20.143,20.167,20.003,,
9/14/2014,20.06,20.163,20.19,20,,
9/7/2014,20.102,20.107,20.121,19.918,,
8/31/2014,19.898,19.874,19.898,19.874,,
8/24/2014,19.874,19.852,19.874,19.852,,
8/17/2014,19.8445,19.8355,19.8585,19.8355,,
8/10/2014,19.905,20.001,20.025,19.895,,
8/3/2014,19.95,20.033,20.056,19.85,,
7/27/2014,19.92,20.075,20.093,19.91,,
7/20/2014,19.905,19.997,20.02,19.865,,
7/13/2014,19.865,19.954,19.977,19.835,,
7/6/2014,19.765,19.855,19.874,19.755,,
6/29/2014,19.76,19.74,19.76,19.74,,
6/22/2014,19.589,19.589,19.589,19.589,,
6/15/2014,19.589,19.589,19.589,19.589,,
6/8/2014,19.5805,19.5805,19.5805,19.5805,,
6/1/2014,19.7,19.665,19.7,19.665,,
5/25/2014,19.5625,19.5185,19.5625,19.5185,,
5/18/2014,19.518,19.518,19.518,19.518,,
5/11/2014,19.518,19.507,19.518,19.507,,
5/4/2014,19.6,19.352,19.6,19.352,,
4/27/2014,19.57,19.67,19.67,19.57,,
4/20/2014,19.4735,19.4435,19.4735,19.4435,,
4/13/2014,19.4435,19.4395,19.4435,19.4395,,
4/6/2014,19.4395,19.4135,19.4395,19.4135,,
3/30/2014,19.4135,19.3845,19.4135,19.3665,,
3/23/2014,19.3685,19.3685,19.3685,19.3685,,
3/16/2014,19.34,19.34,19.34,19.34,,
3/9/2014,19.34,19.336,19.34,19.336,,
3/2/2014,19.28,19.265,19.29,19.265,,
2/23/2014,19.265,19.23,19.269,19.2,,
2/16/2014,19.23,19.228,19.249,19.215,,
2/9/2014,19.228,19.205,19.229,19.195,,
2/2/2014,19.205,19.14,19.209,19.14,,
1/26/2014,19.14,19.15,19.174,19.14,,
1/19/2014,19.15,19.135,19.17,19.135,,
1/12/2014,19.135,19.095,19.147,19.095,,
1/5/2014,19.105,19.11,19.124,19.105,,
12/29/2013,19.11,19.065,19.116,19.05,,
12/22/2013,19.065,19.075,19.101,19.065,,
12/15/2013,19.075,19.063,19.082,19.05,,
12/8/2013,19.061,19.048,19.063,19.025,,
12/1/2013,19.085,19.078,19.085,19.078,,
11/24/2013,19.07,19.056,19.07,19.056,,
11/17/2013,19.052,19.023,19.052,19.023,,
11/10/2013,19.023,19.023,19.023,19.023,,
11/3/2013,19.0155,19.0035,19.0155,19.0035,,
10/27/2013,18.9865,18.9735,18.9865,18.9735,,
10/20/2013,18.9735,18.9565,18.9735,18.9565,,
10/13/2013,18.9565,18.9455,18.9565,18.9455,,
10/6/2013,18.945,18.931,18.945,18.894,,
9/29/2013,18.931,18.916,18.931,18.916,,
9/22/2013,18.916,18.905,18.916,18.894,,
9/15/2013,18.905,18.89,18.905,18.89,,
9/8/2013,18.89,18.878,18.89,18.878,,
9/1/2013,18.878,18.864,18.878,18.864,,
8/25/2013,18.8635,18.8455,18.8635,18.8455,,
8/18/2013,18.8455,18.8335,18.8455,18.8335,,
8/11/2013,18.8335,18.8185,18.8335,18.8185,,
8/4/2013,18.8185,18.8065,18.8185,18.7935,,
7/28/2013,18.8065,18.7925,18.8065,18.7925,,
7/21/2013,18.7925,18.7785,18.7925,18.7785,,
7/14/2013,18.7785,18.67,18.7785,18.67,,
7/7/2013,18.7635,18.656,18.7635,18.656,,
6/30/2013,18.7495,18.643,18.7495,18.643,,
6/23/2013,18.736,18.627,18.736,18.627,,
6/16/2013,18.72,18.61,18.72,18.61,,
6/9/2013,18.703,18.592,18.703,18.592,,
6/2/2013,18.685,18.573,18.685,18.573,,
5/26/2013,18.666,18.557,18.666,18.557,,
5/19/2013,18.65,18.537,18.65,18.537,,
5/12/2013,18.6295,18.516,18.6295,18.516,,
5/5/2013,18.609,18.497,18.609,18.497,,
4/28/2013,18.5895,18.485,18.5895,18.485,,
4/21/2013,18.5775,18.467,18.5775,18.467,,
4/14/2013,18.559,18.448,18.559,18.448,,
4/7/2013,18.6,18.428,18.648,18.4,,
3/31/2013,18.52,18.409,18.52,18.409,,
3/24/2013,18.501,18.389,18.501,18.389,,
3/17/2013,18.481,18.37,18.547,18.37,,
3/10/2013,18.462,18.35,18.523,18.35,,
3/3/2013,18.4415,18.33,18.4415,18.33,,
2/24/2013,18.4215,18.316,18.4215,18.316,,
2/17/2013,18.4075,18.298,18.4075,18.298,,
2/10/2013,18.3895,18.28,18.3895,18.28,,
2/3/2013,18.3715,18.262,18.4375,18.262,,
1/27/2013,18.3535,18.241,18.4225,18.241,,
1/20/2013,18.44,18.23,18.51,18.23,,
1/13/2013,18.3215,18.212,18.3865,18.212,,
1/6/2013,18.3035,18.195,18.3035,18.195,,
12/30/2012,18.2855,18.181,18.3395,18.181,,
12/23/2012,18.2715,18.163,18.3215,18.163,,
12/16/2012,18.254,18.146,18.319,18.146,,
12/9/2012,18.2365,18.128,18.3005,18.128,,
12/2/2012,18.2185,18.111,18.2835,18.111,,
11/25/2012,18.2015,18.094,18.2015,18.083,,
11/18/2012,18.1845,18.076,18.1845,18.076,,
11/11/2012,18.1665,18.059,18.1665,18.059,,
11/4/2012,18.149,18.042,18.213,18.042,,
10/28/2012,18.1315,18.025,18.1315,18.025,,
10/21/2012,18.115,18.012,18.115,18.012,,
10/14/2012,18.102,17.996,18.166,17.996,,
10/7/2012,18.086,17.98,18.15,17.98,,
9/30/2012,18.07,17.963,18.133,17.963,,
9/23/2012,18.053,17.948,18.117,17.948,,
9/16/2012,18.0375,17.935,18.0375,17.935,,
9/9/2012,18.0245,17.923,18.0885,17.923,,
9/2/2012,18.0125,17.907,18.0765,17.907,,
8/26/2012,17.9965,17.892,18.0605,17.892,,
8/19/2012,17.9815,17.876,18.0465,17.876,,
8/12/2012,17.965,17.863,18.031,17.863,,
8/5/2012,17.9525,17.847,18.0165,17.847,,
7/29/2012,17.9365,17.832,18.0005,17.832,,
7/22/2012,17.921,17.813,17.983,17.813,,
7/15/2012,17.902,17.79,17.964,17.79,,
7/8/2012,17.8785,17.762,17.8785,17.762,,
7/1/2012,17.9395,17.73,17.9805,17.73,,
6/24/2012,17.819,17.699,17.819,17.699,,
6/17/2012,17.7875,17.669,17.7875,17.669,,
6/10/2012,17.7515,17.639,17.8175,17.639,,
6/3/2012,17.7265,17.609,17.7265,17.609,,
5/27/2012,17.6965,17.586,17.6965,17.586,,
5/20/2012,17.6735,17.557,17.6735,17.557,,
5/13/2012,17.6445,17.528,17.6445,17.528,,
5/6/2012,17.6155,17.497,17.6805,17.497,,
4/29/2012,17.5845,17.468,17.5845,17.468,,
4/22/2012,17.5555,17.438,17.5555,17.18,,
4/15/2012,17.3635,17.416,17.5255,17.18,,
4/8/2012,17.5025,17.401,17.5025,17.18,,
4/1/2012,17.4875,17.39,17.4875,17.185,,
3/25/2012,17.477,17.378,17.539,17.378,,
3/18/2012,17.465,17.362,17.526,17.362,,
3/11/2012,17.449,17.352,17.513,17.352,,
3/4/2012,17.4385,17.338,17.4385,17.338,,
2/26/2012,17.4245,17.325,17.4885,17.23,,
2/19/2012,17.4115,17.314,17.4755,17.314,,
2/12/2012,17.4005,17.301,17.4615,17.301,,
2/5/2012,17.3875,17.287,17.4485,17.287,,
1/29/2012,17.3735,17.273,17.4345,17.273,,
1/22/2012,17.3595,17.208,17.4235,17.208,,
1/15/2012,17.294,17.208,17.409,17.208,,
1/8/2012,17.3335,17.208,17.4115,17.208,,
1/1/2012,17.294,17.208,17.294,17.208,,
12/25/2011,17.294,17.208,17.357,17.208,,
12/18/2011,17.294,17.195,17.355,17.195,,
12/11/2011,17.281,17.187,17.344,17.187,,
12/4/2011,17.2725,17.176,17.3325,17.176,,
11/27/2011,17.262,17.165,17.323,17.165,,
11/20/2011,17.2505,17.155,17.2505,17.155,,
11/13/2011,17.2405,17.144,17.3015,17.144,,
11/6/2011,17.2295,17.134,17.2885,17.134,,
10/30/2011,17.2195,17.124,17.2805,17.124,,
10/23/2011,17.2095,17.113,17.2695,17.113,,
10/16/2011,17.1985,17.102,17.2585,17.102,,
10/9/2011,17.1875,17.092,17.2485,17.092,,
10/2/2011,17.1775,17.081,17.2385,17.081,,
9/25/2011,17.1665,17.07,17.2275,17.07,,
9/18/2011,17.1555,17.06,17.1555,17.06,,
9/11/2011,17.145,17.049,17.205,17.049,,
9/4/2011,17.134,17.035,17.193,17.035,,
8/28/2011,17.12,17.023,17.179,17.023,,
8/21/2011,17.1085,17.009,17.1685,17.009,,
8/14/2011,17.094,16.995,17.154,16.995,,
8/7/2011,17.08,16.982,17.14,16.982,,
7/31/2011,17.0665,16.962,17.1255,16.962,,
7/24/2011,17.047,16.951,17.109,16.951,,
7/17/2011,17.0355,16.934,17.0355,16.934,,
7/10/2011,17.0185,16.923,17.0805,16.923,,
7/3/2011,17.0075,16.911,17.0075,16.911,,
6/26/2011,16.9955,16.882,17.0575,16.882,,
6/19/2011,16.966,16.882,17.027,16.882,,
6/12/2011,16.966,16.867,17.024,16.867,,
6/5/2011,16.9515,16.795,17.0095,16.795,,
5/29/2011,16.879,16.795,16.879,16.795,,
5/22/2011,16.879,16.795,16.879,16.795,,
5/15/2011,16.879,16.795,16.879,16.795,,
5/8/2011,16.879,16.783,16.94,16.783,,
5/1/2011,16.867,16.777,16.928,16.777,,
4/24/2011,16.8605,16.765,16.8605,16.765,,
4/17/2011,16.8485,16.75,16.8485,16.75,,
4/10/2011,16.8335,16.735,16.8335,16.735,,
4/3/2011,16.819,16.723,16.88,16.723,,
3/27/2011,16.8065,16.708,16.8655,16.708,,
3/20/2011,16.7915,16.694,16.8495,16.694,,
3/13/2011,16.7775,16.679,16.7775,16.679,,
3/6/2011,16.7625,16.664,16.8205,16.664,,
2/27/2011,16.7465,16.652,16.7465,16.652,,
2/20/2011,16.735,16.638,16.792,16.638,,
2/13/2011,16.721,16.624,16.778,16.624,,
2/6/2011,16.7065,16.612,16.7065,16.612,,
1/30/2011,16.695,16.595,16.752,16.595,,
1/23/2011,16.678,16.584,16.735,16.581,,
1/16/2011,16.6665,16.573,16.6665,16.573,,
1/9/2011,16.656,16.559,16.713,16.559,,
1/2/2011,16.6415,16.548,16.6415,16.548,,
12/26/2010,16.6305,16.535,16.6305,16.535,,
12/19/2010,16.6175,16.522,16.6175,16.522,,
12/12/2010,16.6045,16.509,16.6045,16.509,,
12/5/2010,16.5915,16.496,16.5915,16.496,,
11/28/2010,16.5785,16.483,16.6385,16.483,,
11/21/2010,16.5655,16.47,16.6425,16.47,,
11/14/2010,16.552,16.459,16.609,16.459,,
11/7/2010,16.5335,16.452,16.5335,16.452,,
10/31/2010,16.5175,16.436,16.5175,16.436,,
10/24/2010,16.5055,16.4237,16.5055,16.4237,,
10/17/2010,16.4985,16.4168,16.4985,16.4168,,
10/10/2010,16.4865,16.4047,16.4865,16.4047,,
